job started at Mon Apr 6 16:13:16 EDT 2020
0	A	1	2	782	1	1	777
1	C	2	2	53	2	1	74
2	D	3	2	961	3	1	574
3	B	4	2	219	4	1	196
4	D	1	2	809	1	1	726
5	B	2	2	736	2	1	767
6	C	3	2	747	3	1	660
7	C	4	2	819	4	1	844
8	A	1	2	382	1	1	377
9	B	2	2	128	2	1	159
10	C	3	2	230	3	1	153
11	D	4	2	287	4	1	224
12	A	1	2	648	1	1	655
13	D	2	2	721	2	1	814
14	C	3	2	649	3	1	758
15	B	4	2	808	4	1	823
16	A	1	2	350	1	1	345
17	D	2	2	62	2	1	449
18	A	3	2	429	3	1	426
19	B	4	2	918	4	1	905
20	B	1	2	251	1	1	228
21	D	2	2	276	2	1	235
22	B	3	2	950	3	1	937
23	C	4	2	255	4	1	128
24	D	1	2	137	1	1	374
25	D	2	2	73	2	1	438
26	B	3	2	605	3	1	578
27	D	4	2	116	4	1	395
28	A	1	2	130	1	1	133
29	C	2	2	730	2	1	677
30	C	3	2	988	3	1	931
31	B	4	2	218	4	1	197
32	C	1	2	642	1	1	765
33	B	2	2	291	2	1	316
34	C	3	2	873	3	1	790
35	D	4	2	735	4	1	800
36	C	1	2	226	1	1	157
37	D	2	2	599	2	1	936
38	C	3	2	200	3	1	183
39	A	4	2	700	4	1	699
40	A	1	2	353	1	1	358
41	D	2	2	267	2	1	244
42	B	3	2	484	3	1	507
43	C	4	2	849	4	1	814
44	B	1	2	389	1	1	410
45	D	2	2	309	2	1	202
46	D	3	2	813	3	1	722
47	C	4	2	964	4	1	955
48	C	1	2	253	1	1	130
49	B	2	2	425	2	1	438
50	C	3	2	219	3	1	164
51	D	4	2	116	4	1	395
52	B	1	2	112	1	1	111
53	C	2	2	686	2	1	721
54	C	3	2	416	3	1	479
55	B	4	2	537	4	1	518
56	B	1	2	370	1	1	365
57	B	2	2	534	2	1	521
58	A	3	2	821	3	1	818
59	D	4	2	704	4	1	831
60	B	1	2	923	1	1	900
61	A	2	2	531	2	1	532
62	D	3	2	999	3	1	536
63	A	4	2	708	4	1	707
64	D	1	2	702	1	1	833
65	C	2	2	998	2	1	921
66	C	3	2	394	3	1	501
67	D	4	2	337	4	1	174
68	B	1	2	680	1	1	695
69	D	2	2	788	2	1	747
70	A	3	2	898	3	1	901
71	B	4	2	200	4	1	215
72	D	1	2	439	1	1	72
73	C	2	2	1009	2	1	910
74	C	3	2	628	3	1	523
75	D	4	2	500	4	1	11
76	A	1	2	905	1	1	910
77	A	2	2	101	2	1	98
78	D	3	2	594	3	1	941
79	A	4	2	511	4	1	504
80	A	1	2	717	1	1	714
81	B	2	2	409	2	1	390
82	A	3	2	75	3	1	76
83	C	4	2	742	4	1	665
84	B	1	2	635	1	1	612
85	D	2	2	62	2	1	449
86	D	3	2	823	3	1	712
87	D	4	2	63	4	1	448
88	C	1	2	276	1	1	363
89	B	2	2	327	2	1	344
90	B	3	2	539	3	1	516
91	D	4	2	454	4	1	57
92	C	1	2	119	1	1	8
93	C	2	2	628	2	1	523
94	C	3	2	863	3	1	800
95	D	4	2	306	4	1	205
96	D	1	2	584	1	1	951
97	B	2	2	860	2	1	835
98	D	3	2	284	3	1	227
99	C	4	2	505	4	1	390
100	A	1	2	197	1	1	194
101	A	2	2	604	2	1	603
102	C	3	2	207	3	1	176
103	B	4	2	281	4	1	262
104	B	1	2	841	1	1	854
105	A	2	2	261	2	1	258
106	D	3	2	73	3	1	438
107	D	4	2	1001	4	1	534
108	B	1	2	121	1	1	102
109	D	2	2	986	2	1	549
110	A	3	2	126	3	1	121
111	C	4	2	385	4	1	510
112	A	1	2	448	1	1	455
113	A	2	2	65	2	1	70
114	A	3	2	426	3	1	429
115	A	4	2	920	4	1	927
116	B	1	2	554	1	1	565
117	D	2	2	545	2	1	990
118	A	3	2	999	3	1	992
119	A	4	2	580	4	1	579
120	D	1	2	85	1	1	426
121	D	2	2	45	2	1	466
122	C	3	2	600	3	1	551
123	B	4	2	696	4	1	679
124	C	1	2	435	1	1	460
125	D	2	2	927	2	1	608
126	A	3	2	560	3	1	567
127	B	4	2	693	4	1	682
128	A	1	2	614	1	1	609
129	A	2	2	371	2	1	372
130	D	3	2	126	3	1	385
131	C	4	2	597	4	1	554
132	B	1	2	161	1	1	190
133	B	2	2	800	2	1	831
134	D	3	2	571	3	1	964
135	C	4	2	925	4	1	994
136	A	1	2	595	1	1	596
137	D	2	2	507	2	1	4
138	C	3	2	466	3	1	429
139	A	4	2	617	4	1	622
140	D	1	2	244	1	1	267
141	D	2	2	324	2	1	187
142	D	3	2	503	3	1	8
143	C	4	2	376	4	1	263
144	C	1	2	765	1	1	642
145	A	2	2	902	2	1	897
146	A	3	2	20	3	1	19
147	B	4	2	873	4	1	886
148	D	1	2	110	1	1	401
149	C	2	2	159	2	1	224
150	C	3	2	112	3	1	15
151	C	4	2	772	4	1	891
152	C	1	2	49	1	1	78
153	B	2	2	349	2	1	322
154	C	3	2	205	3	1	178
155	B	4	2	825	4	1	806
156	A	1	2	56	1	1	63
157	B	2	2	926	2	1	897
158	D	3	2	460	3	1	51
159	B	4	2	62	4	1	33
160	C	1	2	932	1	1	987
161	D	2	2	467	2	1	44
162	C	3	2	309	3	1	330
163	B	4	2	664	4	1	647
164	C	1	2	976	1	1	943
165	A	2	2	139	2	1	140
166	C	3	2	252	3	1	131
167	D	4	2	603	4	1	932
168	A	1	2	116	1	1	115
169	A	2	2	513	2	1	518
170	B	3	2	1023	3	1	992
171	D	4	2	207	4	1	304
172	B	1	2	864	1	1	895
173	C	2	2	3	2	1	124
174	B	3	2	759	3	1	744
175	D	4	2	604	4	1	931
176	A	1	2	842	1	1	845
177	A	2	2	204	2	1	203
178	D	3	2	115	3	1	396
179	A	4	2	264	4	1	271
180	D	1	2	652	1	1	883
181	C	2	2	536	2	1	615
182	B	3	2	916	3	1	907
183	C	4	2	948	4	1	971
184	D	1	2	168	1	1	343
185	D	2	2	767	2	1	768
186	C	3	2	184	3	1	199
187	B	4	2	800	4	1	831
188	D	1	2	60	1	1	451
189	C	2	2	555	2	1	596
190	B	3	2	981	3	1	970
191	A	4	2	193	4	1	198
192	D	1	2	990	1	1	545
193	C	2	2	964	2	1	955
194	D	3	2	902	3	1	633
195	A	4	2	629	4	1	626
196	A	1	2	465	1	1	470
197	D	2	2	10	2	1	501
198	D	3	2	492	3	1	19
199	D	4	2	62	4	1	449
200	C	1	2	68	1	1	59
201	D	2	2	106	2	1	405
202	A	3	2	287	3	1	280
203	A	4	2	889	4	1	894
204	A	1	2	411	1	1	412
205	D	2	2	459	2	1	52
206	C	3	2	218	3	1	165
207	D	4	2	875	4	1	660
208	C	1	2	509	1	1	386
209	A	2	2	755	2	1	756
210	A	3	2	697	3	1	702
211	B	4	2	659	4	1	652
212	C	1	2	377	1	1	262
213	B	2	2	263	2	1	280
214	A	3	2	701	3	1	698
215	B	4	2	595	4	1	588
216	B	1	2	137	1	1	150
217	D	2	2	432	2	1	79
218	C	3	2	47	3	1	80
219	B	4	2	145	4	1	142
220	C	1	2	564	1	1	587
221	D	2	2	655	2	1	880
222	C	3	2	39	3	1	88
223	A	4	2	192	4	1	199
224	C	1	2	576	1	1	575
225	C	2	2	38	2	1	89
226	D	3	2	308	3	1	203
227	C	4	2	962	4	1	957
228	C	1	2	458	1	1	437
229	D	2	2	82	2	1	429
230	C	3	2	409	3	1	486
231	A	4	2	578	4	1	581
232	A	1	2	575	1	1	568
233	C	2	2	22	2	1	105
234	A	3	2	728	3	1	735
235	C	4	2	817	4	1	846
236	A	1	2	59	1	1	60
237	C	2	2	924	2	1	995
238	A	3	2	796	3	1	795
239	C	4	2	512	4	1	639
240	D	1	2	197	1	1	314
241	A	2	2	587	2	1	588
242	A	3	2	43	3	1	44
243	C	4	2	361	4	1	278
244	A	1	2	841	1	1	846
245	A	2	2	90	2	1	93
246	D	3	2	821	3	1	714
247	A	4	2	167	4	1	160
248	B	1	2	728	1	1	711
249	D	2	2	627	2	1	908
250	D	3	2	498	3	1	13
251	D	4	2	146	4	1	365
252	C	1	2	397	1	1	498
253	B	2	2	561	2	1	558
254	C	3	2	148	3	1	235
255	A	4	2	104	4	1	111
256	A	1	2	757	1	1	754
257	C	2	2	546	2	1	605
258	A	3	2	447	3	1	440
259	C	4	2	578	4	1	573
260	B	1	2	556	1	1	563
261	D	2	2	860	2	1	675
262	A	3	2	170	3	1	173
263	A	4	2	1007	4	1	1000
264	B	1	2	164	1	1	187
265	D	2	2	227	2	1	284
266	A	3	2	612	3	1	611
267	A	4	2	126	4	1	121
268	A	1	2	517	1	1	514
269	A	2	2	638	2	1	633
270	C	3	2	321	3	1	318
271	D	4	2	624	4	1	911
272	A	1	2	469	1	1	466
273	D	2	2	147	2	1	364
274	A	3	2	919	3	1	912
275	C	4	2	578	4	1	573
276	A	1	2	97	1	1	102
277	B	2	2	811	2	1	820
278	C	3	2	198	3	1	185
279	C	4	2	79	4	1	48
280	C	1	2	673	1	1	734
281	D	2	2	393	2	1	118
282	B	3	2	712	3	1	727
283	C	4	2	322	4	1	317
284	D	1	2	113	1	1	398
285	B	2	2	94	2	1	65
286	A	3	2	390	3	1	385
287	B	4	2	788	4	1	779
288	D	1	2	17	1	1	494
289	D	2	2	71	2	1	440
290	A	3	2	416	3	1	423
291	A	4	2	631	4	1	624
292	C	1	2	448	1	1	447
293	B	2	2	822	2	1	809
294	D	3	2	928	3	1	607
295	B	4	2	517	4	1	538
296	A	1	2	432	1	1	439
297	C	2	2	640	2	1	767
298	D	3	2	384	3	1	127
299	A	4	2	215	4	1	208
300	A	1	2	665	1	1	670
301	D	2	2	957	2	1	578
302	D	3	2	776	3	1	759
303	B	4	2	601	4	1	582
304	C	1	2	312	1	1	327
305	B	2	2	166	2	1	185
306	D	3	2	639	3	1	896
307	A	4	2	660	4	1	659
308	A	1	2	133	1	1	130
309	A	2	2	681	2	1	686
310	D	3	2	609	3	1	926
311	C	4	2	257	4	1	382
312	A	1	2	922	1	1	925
313	C	2	2	241	2	1	142
314	B	3	2	129	3	1	158
315	A	4	2	327	4	1	320
316	C	1	2	302	1	1	337
317	B	2	2	13	2	1	18
318	A	3	2	210	3	1	213
319	C	4	2	380	4	1	259
320	D	1	2	939	1	1	596
321	B	2	2	868	2	1	891
322	A	3	2	518	3	1	513
323	A	4	2	846	4	1	841
324	A	1	2	230	1	1	225
325	B	2	2	296	2	1	311
326	C	3	2	403	3	1	492
327	D	4	2	706	4	1	829
328	D	1	2	87	1	1	424
329	D	2	2	800	2	1	735
330	C	3	2	117	3	1	10
331	C	4	2	198	4	1	185
332	B	1	2	786	1	1	781
333	B	2	2	782	2	1	785
334	A	3	2	437	3	1	434
335	D	4	2	595	4	1	940
336	B	1	2	57	1	1	38
337	B	2	2	633	2	1	614
338	A	3	2	136	3	1	143
339	B	4	2	181	4	1	170
